func,class,disp.ratio_median_02,disp.diff_mean_10,disp.costs_runtime,disp.ratio_mean_25,nbc.nb_fitness.cor,disp.diff_mean_25,ic.costs_runtime,disp.ratio_mean_10,ic.m0,disp.ratio_median_25,disp.diff_mean_05,disp.ratio_median_05,nbc.dist_ratio.coeff_var,nbc.nn_nb.cor,disp.diff_mean_02,nbc.nn_nb.sd_ratio,ic.eps_s,nbc.costs_runtime,disp.diff_median_25,disp.diff_median_05,disp.ratio_mean_05,nbc.nn_nb.mean_ratio,disp.diff_median_10,ic.h_max,disp.diff_median_02,disp.ratio_median_10,ic.eps_ratio,ic.eps_max,disp.ratio_mean_02
f11,hybrid,0.8518643591743028,-15.602433596855898,0.27881433333333333,0.9589536858947181,-0.22865364809957134,-10.408934451102416,5.736089666666667,0.9384737575774524,0.5635386119257088,0.9592052904411695,-20.38904583059882,0.9195200232561233,0.10538425280582243,0.616204365966347,-36.8869339774557,0.7785090292891907,7.952952952952953,1.9822886666666666,-10.371574751558569,-20.461072013237793,0.9195984378669468,0.9268917758282198,-15.609882774408618,0.654146824482821,-37.66135097715952,0.9386018202671355,6.5048381715048365,365839.78335847025,0.8545410854649668
f12,hybrid,0.8360764811618315,-32.787350611628675,0.27482,0.9058501043580036,-0.40752063628183355,-23.875466975710584,6.097086666666667,0.8707072545679186,0.5531117627891821,0.9019911954981401,-36.59964206747634,0.8499880219621802,0.09267854418518888,0.6712114026221775,-41.880431820937766,0.867981602163506,8.319986653319985,1.9805486666666667,-24.91757512514828,-38.1385756594105,0.8556738980982982,0.940837774193476,-34.310730498787564,0.8313105897275862,-41.67565265344476,0.8650449795490328,7.739406072739405,30657123.61850734,0.8348497632113245
f13,hybrid,0.8953683263035709,-23.826555751991332,0.2776346666666667,0.9210690281439783,-0.3800623678131935,-20.016105418879913,6.062210333333333,0.9060429995009064,0.5500162919517758,0.9195409335068857,-24.757087385005196,0.9008491708406474,0.10080677902866035,0.6222799920509584,-25.814555371805806,0.7980478731902633,8.173173173173174,2.0186933333333332,-20.45577417775608,-25.2076273343185,0.9023735530721488,0.9327761053720071,-24.292887552833992,0.8263540620215566,-26.601324978018727,0.9044477765010169,7.545879212545877,19824417.49765214,0.8982035200947135
f14,hybrid,0.9479560487323294,-11.383645246122407,0.27990133333333334,0.9541564894660807,-0.3069708383548472,-11.625456295935416,6.0044753333333345,0.9551100335051581,0.568100358422939,0.953746174797771,-11.61805202709948,0.9521906854171962,0.11162194781244046,0.5693845428767698,-12.138397415839089,0.7117837858339215,8.119786453119787,1.9976186666666667,-11.75954019527949,-12.15505237891091,0.9541856094866213,0.9210417718279574,-11.555960188419874,0.7479811619229534,-13.231365041537543,0.9545469238349935,7.345679012345677,10373312.826793179,0.9521336761155225
f15,hybrid,0.9297479384237368,-12.835208749059737,0.276557,0.9545129602183918,-0.36786947033463835,-11.535055121315594,6.154666,0.9493859983861582,0.5690778755294884,0.9537327002845705,-13.399937134874866,0.9458946026379214,0.11042024896020304,0.554121653539789,-17.854971701943885,0.7347106936966353,8.413413413413414,1.998593666666667,-11.762895152582397,-13.755586692795427,0.9471590431237745,0.9249631481226874,-13.186680610610816,0.7981749360666056,-17.860373580404143,0.9481329121989687,7.746079412746078,23327868.371804,0.929591057140879
f16,hybrid,0.8603779056568666,-26.019845657849828,0.27641199999999994,0.9354895033159442,-0.2402287270004085,-16.359217996129093,4.541181333333333,0.8973940699610597,0.5632127728901922,0.9342616543589558,-30.579287599901523,0.8787724644667411,0.10248216462473281,0.6128697993021991,-34.938969731139146,0.7990146988654233,2.9879879879879874,2.004586333333333,-16.71315476345731,-30.82047901929194,0.8794145397315513,0.9313493910602695,-26.007984032515804,0.7385281599468895,-35.497045370982754,0.8977020189538076,1.69336002669336,12.77655232597773,0.8622226296338801
f17,hybrid,0.9002869905069811,-24.01765268168459,0.27822399999999997,0.9165444092039287,-0.23779789315730523,-21.163499259304814,4.929300333333333,0.9052894313309007,0.5747800586510264,0.9163030378381349,-22.89260279186642,0.9094941457866397,0.10296306881878854,0.6017067550750096,-24.895273946313512,0.7993835430617781,4.78978978978979,1.9849720000000002,-21.27897517542443,-23.01021016853028,0.9097259603950865,0.9317726989306109,-24.000853419685807,0.6794212022389058,-25.3510527689614,0.9055969105824041,3.308308308308309,226.63885753343843,0.9018286905949496
f18,hybrid,0.8865018155594923,-26.121357044264546,0.2750126666666666,0.9285472015762711,-0.34209521387657554,-18.119714687811847,6.159216999999999,0.8969937733631462,0.5249266862170088,0.926954721591081,-29.358391787900757,0.8817557329028077,0.09918254876902466,0.6389573747181782,-28.18054281492196,0.7915405410006261,8.693693693693692,1.9955273333333332,-18.57085106198976,-30.062301417563702,0.8842289184761172,0.9315933090952045,-26.667798185056416,0.7897317127273998,-28.85533505646121,0.8951070156447334,7.959626292959626,47802330.89907682,0.8888736438362818
f19,hybrid,0.9010472912503164,-20.954775605010706,0.2796746666666667,0.9387812534103217,-0.3020663947340561,-15.524459688109593,6.144776,0.9173674855239317,0.5470837406321277,0.937849498875383,-23.132560141903394,0.9053397735184602,0.10590657541910731,0.6067696021162751,-24.511683910164766,0.7589333717807997,8.673673673673672,1.9875446666666665,-15.80100138734999,-24.06636958360076,0.9087796439191131,0.9254851421344229,-21.346112283797908,0.7427735810923405,-25.158074997034873,0.9160386704762263,7.899566232899566,35650416.76749558,0.9033413408834701
f20,hybrid,0.9553022679011883,-6.934811663225342,0.27589966666666665,0.9810479976995802,-0.5657811230164767,-4.806040879900451,4.255774333333334,0.9726534478984341,0.6559139784946236,0.9802920703684502,-7.945697897668367,0.9696977692736599,0.12417882383185926,0.530641081213422,-10.848232742251062,0.6633933699597324,1.0660660660660657,2.0150813333333333,-5.010455505888804,-7.703611432409389,0.9686671814317386,0.9068226059392993,-6.895662309774461,0.8748075554895847,-11.363592003861887,0.972877111779192,0.49883216549883197,1.8142366506423848,0.9572212986204126
f21,composition,0.7752358133735086,-35.81308919635302,0.275533,0.9168084870098608,-0.222517147074856,-21.096540001836377,4.148433,0.8587756826886332,0.5434995112414467,0.9168031598344307,-44.02448412110561,0.8202824291569879,0.10048795336823368,0.6448604212297135,-51.79308393738243,0.8219842785324848,1.6399733066399735,1.985348,-21.151803204790024,-45.69118088036592,0.8263951280355464,0.9285800517157288,-36.670327261624685,0.7639060261499475,-57.14424099009117,0.8557638800560716,0.11845178511845171,0.3853134945064342,0.7957607125459977
f22,composition,0.6966821285058846,-33.429140935685325,0.27849133333333337,0.9471862137248671,-0.5849242033201044,-13.393036743712239,4.360182000000001,0.8681763990510006,0.644672531769306,0.9449734530795973,-56.10574391990818,0.7691285526738053,0.11278822853814068,0.5726780644814236,-71.73300252848476,0.744655898008194,1.3797130463797123,1.968421,-13.989829047733252,-58.696328231350634,0.7787541403819938,0.9192128752063575,-35.991072852398844,0.8637715918681051,-77.11484919740934,0.8584355048457645,0.779112445779112,3.4088252515197017,0.7171300075472674
f23,composition,0.7730016010835771,-28.178798474526616,0.2798963333333333,0.9520618367175677,-0.39179417949638745,-12.156642006688088,4.276113,0.8888804637052795,0.550179211469534,0.9514796146946534,-40.51496458226413,0.833582757757748,0.10257716232686144,0.6717713074523598,-56.25270945979847,0.7801186630709571,1.2796129462796122,1.9797683333333334,-12.33573757222384,-42.30947740478073,0.8402343112317192,0.9217894417206604,-28.84653277651134,0.8014420826629046,-57.71170692412675,0.8865368631702237,0.6723390056723387,2.3412070943088925,0.778174601978102
f24,composition,0.7988196041373894,-29.367905775179338,0.278694,0.9320612209267928,-0.3965788462694421,-17.228594909523576,4.261765666666666,0.8841914130019468,0.5347018572825024,0.9306713307135746,-38.60484745211753,0.8426486705066957,0.09800789485102838,0.6726431145998388,-49.81217115401245,0.814306855466056,1.3063063063063056,1.9722726666666668,-17.62600943532284,-40.00446550101197,0.8477667077776921,0.930855065844089,-30.028141918137436,0.8238851628960712,-51.14728883008389,0.8818897735063776,0.5321988655321986,1.8721665354564294,0.8035721835315445
f25,composition,0.6879505405640521,-48.30144848799844,0.27783633333333335,0.8726009226441168,-0.443450594230192,-32.307133482168894,4.530943333333333,0.8095293570846804,0.5715216682958618,0.8719288640602464,-59.43421602376517,0.7609928631704607,0.08580448030812145,0.7278997239686783,-76.79658450377049,0.9661652490369553,2.2005338672005337,1.9993253333333334,-32.56047501856917,-60.76477629177194,0.7656287668530588,0.9480545656272907,-49.16357398554214,0.8335845673288255,-79.33522377343682,0.806623770376182,1.5198531865198535,16.59461406211616,0.6971624650457923
f26,composition,0.7628671760297264,-30.413546602086672,0.2774706666666667,0.9159128873048775,-0.35181865197490275,-21.32365226152312,4.377465999999999,0.8800680974631576,0.5474095796676441,0.9124434914253207,-38.14943551549806,0.837482551448456,0.09398908924524169,0.6746655586069461,-54.66782005884513,0.8796880487625763,1.9803136469803135,1.9758533333333332,-22.260162666842934,-41.318012525244036,0.84956251722121,0.9382925818081506,-32.591124651054024,0.8003408310709155,-60.28819895449282,0.8718084916988555,1.0593927260593923,5.237866156009868,0.7844243412857207
f27,composition,0.8602114731416363,-15.70326504949231,0.2799783333333334,0.9592677984999701,-0.347463388396132,-10.329282353969091,4.448596666666667,0.938076182509359,0.5584881068752036,0.9575269745285256,-20.735659575122458,0.9121331307169415,0.10504290695150663,0.6274504745664488,-31.777106826576443,0.7580721136145742,1.9936603269936606,1.9864120000000003,-10.798248633388946,-22.338715197041836,0.9182315675743998,0.9247801982238082,-16.594065189141578,0.7967861677837638,-35.53874692049245,0.9347300673667357,1.1394728061394723,6.110733694771731,0.8746909475274601
f28,composition,0.8277189082221078,-30.84193950267621,0.2784473333333333,0.9128998238837749,-0.3615661275661028,-22.087737939826543,4.400355666666667,0.8783786802832401,0.551645487129358,0.9093727587776835,-36.5766880612299,0.8478710436485527,0.09235418849479711,0.6870991448417664,-43.054456571387675,0.8573993525547619,1.8935602268935605,1.9791476666666667,-23.04087296037967,-38.67722745832945,0.8557644463640551,0.938214032049515,-32.915752980715475,0.8063477026661241,-43.80012488564582,0.8705322473759359,1.012679346012679,5.416425208382621,0.8302201076822829
f29,composition,0.8968815677844365,-19.298310297420915,0.2798596666666666,0.9461417614121298,-0.16261364416883697,-13.657914973010852,4.985018666666666,0.9238995246988037,0.5658194851743239,0.9453964565592786,-23.500295722190412,0.9064593571924499,0.10491433990462369,0.596076112393281,-26.332837495880153,0.7660929760544269,5.797464130797464,1.9918493333333334,-13.882313818084262,-23.78147804829958,0.9073295068088383,0.9287730803133876,-19.711492148477664,0.6408425855434068,-26.216651276820812,0.9224680545391258,3.635301968635302,384.21073661151695,0.896159658496564
f30,composition,0.9383061287602068,-10.66583347062641,0.27812933333333334,0.9686120095379317,-0.3550750681721777,-7.9596719255125,5.972843,0.9579406189615827,0.5480612577386771,0.9679321038890314,-13.038350501590562,0.9475474019508274,0.10657450431657804,0.5914255337575763,-15.714324370522982,0.7420319618462536,8.053053053053054,1.9910143333333334,-8.152806360436225,-13.335550839031157,0.9485848657738501,0.9256969791146649,-10.880171870178648,0.7970295878540502,-15.685299325700706,0.957204547150908,7.332332332332331,8683770.41951104,0.9380324451030905
